API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:CoinDesk,Get the top latest news from CoinDesk.,,[{}],[{}]
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:Cointelegraph,Get the top latest news from Cointelegraph.,,[{}],[{}]
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:Bitcoinist,Get the top latest news from Bitcoinist.,,[{}],[{}]
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:Decrypt,Get the top latest news from Decrypt.,,[{}],[{}]
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:BSC News,Get the top latest news from BSC News.,,[{}],[{}]
Cryptocurrency News,https://rapidapi.com/topapi-topapi-default/api/cryptocurrency-news2/,cryptocurrency-news2.p.rapidapi.com,GET:The Guardian,Get the top latest news from The Guardian.,,[{}],[{}]
Hashing api,https://rapidapi.com/vishwaraj/api/hashing-api3/,hashing-api3.p.rapidapi.com,POST:hash,"This API can be used to generate SHA-256 hashes for various purposes, such as securing sensitive data or ensuring data integrity.",,[{}],[{}]
secure-text-api,https://rapidapi.com/pmphobia/api/secure-text-api/,secure-text-api.p.rapidapi.com,POST:decrypt,"This endpoint will decrypt request body ciphertext by privatekey.
It response plaintext as string.",,[{}],[{}]
secure-text-api,https://rapidapi.com/pmphobia/api/secure-text-api/,secure-text-api.p.rapidapi.com,POST:encrypt,"This endpoint will encrypt request body plaintext by publickey.
It response ciphertext as string.
Client can decrypt it by calling decrypt endpoint.",,[{}],[{}]
secure-text-api,https://rapidapi.com/pmphobia/api/secure-text-api/,secure-text-api.p.rapidapi.com,GET:getKey,"This endpoint will generated publickey and privatekey.
It response msgCode as six character string.",,[{}],[{}]
Encryption API,https://rapidapi.com/vishwaraj/api/encryption-api2/,encryption-api2.p.rapidapi.com,POST:Encryption,This api will encrypt the given text,default,[{}],[{}]
Encryption API,https://rapidapi.com/vishwaraj/api/encryption-api2/,encryption-api2.p.rapidapi.com,POST:Decryption,"This api endpoint will decrypt given the key , ciphertext , iv",default,[{}],[{}]
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Address history,Get activity history of specific address,,[{}],"[{'参数名': ['page_count'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Address projects,Get projects for specific address,,"[{'参数名': ['user_addr', 'chain'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Address balance,Get balance for specific address,,"[{'参数名': ['user_addr', 'chain'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Address net worth sparklines,Get sparklines 24h data for specific address to render chart,,[{}],"[{'参数名': ['user_addr'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Address info,Get info about specific address,,"[{'参数名': ['addr'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Whale portfolios,"Get huge whale portfolios
pagination example: ?start=0&limit=20",,"[{'参数名': ['start', 'limit', 'order_by'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '']}]",[{}]
₿ Crypto Whale Tracker 🚀,https://rapidapi.com/emir12/api/crypto-whale-tracker/,crypto-whale-tracker.p.rapidapi.com,GET:Trade signals,"Parameters:
sort_by: usd_value, time_at",,[{}],"[{'参数名': ['order_by'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
No Intrusive steganografy,https://rapidapi.com/sachadee/api/no-intrusive-steganografy/,no-intrusive-steganografy.p.rapidapi.com,POST:Bind and crypt a message to an image,Bind and crypt a message to an image without modifying the image!,,[{}],[{}]
No Intrusive steganografy,https://rapidapi.com/sachadee/api/no-intrusive-steganografy/,no-intrusive-steganografy.p.rapidapi.com,POST:Get the message binded to an image,Get the hided /crypted message binded to a specific image,,[{}],[{}]
No Intrusive steganografy,https://rapidapi.com/sachadee/api/no-intrusive-steganografy/,no-intrusive-steganografy.p.rapidapi.com,POST:Get user Ref IDs,Get the reference IDs for each message in a specific image!,,[{}],[{}]
Iftiin-Crypt,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/iftiin-crypt/,iftiin-crypt.p.rapidapi.com,GET:keygen,This endpoint generates a random key,,[{}],"[{'参数名': ['keygen', 'symbols'], '参数类型': ['STRING', 'BOOLEAN'], '参数注意事项': ['', '']}]"
Iftiin-Crypt,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/iftiin-crypt/,iftiin-crypt.p.rapidapi.com,POST:decrypt,This endpoint decrypts text messages.,,[{}],[{}]
Iftiin-Crypt,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/iftiin-crypt/,iftiin-crypt.p.rapidapi.com,POST:encrypt,This endpoint encrypts text messages,,[{}],[{}]
Text cryptography,https://rapidapi.com/contactazguer/api/text-cryptography/,text-cryptography.p.rapidapi.com,GET:Get decrypt text,Decrypt text,,[{}],"[{'参数名': ['ciphertext'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
Text cryptography,https://rapidapi.com/contactazguer/api/text-cryptography/,text-cryptography.p.rapidapi.com,GET:Get encrypted text,Encrypted text,,"[{'参数名': ['text'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Digital Currency,https://rapidapi.com/starhunter17017/api/digital-currency/,digital-currency.p.rapidapi.com,GET:Get all digital currencies,List of all digital currencies,,[{}],[{}]
securityAPI,https://rapidapi.com/ajenteretecode/api/securityapi1/,securityapi1.p.rapidapi.com,GET:/api,test endpoint,,[{}],[{}]
EEA - Email Encryption API,https://rapidapi.com/kidddevs/api/eea-email-encryption-api/,eea-email-encryption-api.p.rapidapi.com,POST:Encrypt a Message,This endpoint allows you to encrypt a message using the Secure Email API. The API generates a unique encryption key and uses it to encrypt the provided message. The encrypted message and the encryption key are returned as a response.,,[{}],[{}]
EEA - Email Encryption API,https://rapidapi.com/kidddevs/api/eea-email-encryption-api/,eea-email-encryption-api.p.rapidapi.com,POST:Decrypt an Encrypted Message,This endpoint allows you to decrypt an encrypted message using the Secure Email API. You need to provide the encrypted message and the encryption key as parameters. The API uses the provided encryption key to decrypt the message and returns the original plaintext message,,[{}],[{}]
EEA - Email Encryption API,https://rapidapi.com/kidddevs/api/eea-email-encryption-api/,eea-email-encryption-api.p.rapidapi.com,POST:Sign a Message,"This endpoint allows you to digitally sign a message using the Secure Email API. The API generates a private key, signs the provided message with it using the PSS padding scheme and the SHA256 hashing algorithm, and returns the generated signature.",,[{}],[{}]
EEA - Email Encryption API,https://rapidapi.com/kidddevs/api/eea-email-encryption-api/,eea-email-encryption-api.p.rapidapi.com,POST:Verify a Message Signature,This endpoint allows you to verify the integrity and authenticity of a signed message using the Secure Email API. You need to provide the message and its signature as parameters. The API uses a public key derived from the private key used for signing to verify the signature. I...,,[{}],[{}]
URL Encoder/Decoder,https://rapidapi.com/narukaakshat/api/url-encoder-decoder/,url-encoder-decoder.p.rapidapi.com,GET:Decode,"Decode the encoded URL using ""GET"" request.",,"[{'参数名': ['url'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
URL Encoder/Decoder,https://rapidapi.com/narukaakshat/api/url-encoder-decoder/,url-encoder-decoder.p.rapidapi.com,GET:Encode,"Encode the URL using ""GET"" request",,"[{'参数名': ['url'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
PGP Decryption API,https://rapidapi.com/progwhiz1/api/pgp-decryption-api/,pgp-decryption-api.p.rapidapi.com,POST:PGP Decryption,PGP Decryption,,[{}],[{}]
Text QR generator,https://rapidapi.com/kumrawath/api/text-qr-generator/,text-qr-generator.p.rapidapi.com,GET:QR code for text to QR image,API generate the image in png of the QR code will be download automatically when the request succeeds.,,[{}],"[{'参数名': ['text'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
Crypto Key Value Store,https://rapidapi.com/admorelli/api/crypto-key-value-store/,crypto-key-value-store.p.rapidapi.com,GET:get,,category,"[{'参数名': ['key'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Crypto Key Value Store,https://rapidapi.com/admorelli/api/crypto-key-value-store/,crypto-key-value-store.p.rapidapi.com,DELETE:del,,category,"[{'参数名': ['key'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Crypto Key Value Store,https://rapidapi.com/admorelli/api/crypto-key-value-store/,crypto-key-value-store.p.rapidapi.com,GET:index,,category,[{}],[{}]
Crypto Key Value Store,https://rapidapi.com/admorelli/api/crypto-key-value-store/,crypto-key-value-store.p.rapidapi.com,POST:add,,category,"[{'参数名': ['key'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Random Phrase Generator,https://rapidapi.com/EymenTakak/api/random-phrase-generator/,random-phrase-generator.p.rapidapi.com,GET:Get 24 Word,24 words in BiP39 standard,,[{}],[{}]
Random Phrase Generator,https://rapidapi.com/EymenTakak/api/random-phrase-generator/,random-phrase-generator.p.rapidapi.com,GET:Get 12 Word,returns 12 words in BiP32 standard,,[{}],[{}]
Electronic Certificate Verification,https://rapidapi.com/TomJenkins/api/electronic-certificate-verification/,electronic-certificate-verification.p.rapidapi.com,POST:CertInfo,"Get information about your certificate. Certificate has to in the base64 encoded string format. For details, see Readme and Documentation.",,[{}],[{}]
web3 api,https://rapidapi.com/jwangcn9299/api/web3-api2/,web3-api2.p.rapidapi.com,GET:getTransaction,get the transaction detail by transaction hash,,"[{'参数名': ['hash'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
web3 api,https://rapidapi.com/jwangcn9299/api/web3-api2/,web3-api2.p.rapidapi.com,GET:nativeBalance,get native balance from ethereum,,"[{'参数名': ['address'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
web3 api,https://rapidapi.com/jwangcn9299/api/web3-api2/,web3-api2.p.rapidapi.com,GET:blocknumber,get the current blocknumber of ethereum block chain,,[{}],[{}]
Converter,https://rapidapi.com/cteamapicloud123/api/converter18/,converter18.p.rapidapi.com,POST:/converter/length/length_converter,/converter/length/length_converter,converter,[{}],[{}]
Converter,https://rapidapi.com/cteamapicloud123/api/converter18/,converter18.p.rapidapi.com,POST:/converter/area/area_converter,AREA,converter,[{}],[{}]
bitcoin-wallet,https://rapidapi.com/BlakeKaufman/api/bitcoin-wallet/,bitcoin-wallet.p.rapidapi.com,GET:Get mnemonic seed phrase,This endpoint will return a custom mnonic seed phrase,,[{}],[{}]
UUID v4,https://rapidapi.com/pablogaraguso/api/uuid-v4/,uuid-v4.p.rapidapi.com,GET:/v4,"This endpoint returns a plain text string with a new Universal Unique Identifier, using version 4 (random).",,[{}],[{}]
3Des Decyption API,https://rapidapi.com/progwhiz1/api/3des-decyption-api/,3des-decyption-api.p.rapidapi.com,POST:3Des Decryption,3Des Decryption,,[{}],[{}]
